hotel_id,name,hotel_link,stars,rating,reviews,address,intro,price,room_type,province
2829,Khách sạn Dương Châu,https://www.ivivu.com/khach-san-bien-hoa/khach-san-duong-chau,2.5,0.0,,10/36 Lê Quý Đôn,"Khách sạn Dương Châu ở Biên Hòa, cách Khu công nghiệp Amata Park và Long Thanh Golf Club 15 phút lái xe. Khách sạn này cách Công viên Suối Tiên 10, 8 mi (17, 3 km) và cách Suoi Tien Theme Park 10, 9 mi (17, 5 km).",398.000,Deluxe Double Room,dong-nai
2830,Green Bamboo Lodge Resort,https://www.ivivu.com/khach-san-dong-nai/green-bamboo-lodge,2.5,0.0,,"Ấp 4, Phường Nam Cát Tiên","Green Bamboo Lodge ở Tân Phú, cách Bến Phà Nam Cát Tiên 4 phút đi bộ và Vườn Quốc gia Cát Tiên 14 phút đi bộ. Khách sạn này cách Vườn Quốc gia Cát Tiên 0, 5 mi (0, 7 km) và cách Chùa Hồng Trung Sơn 1, 7 mi (2, 8 km).",493.000,Standard Garden View Double Room,dong-nai
2831,KHÁCH SẠN PHÚC NGUYỄN LUXURY,https://www.ivivu.com/khach-san-dong-nai/phuc-nguyen-luxury-hotel,3.0,0.0,,Hiep Phuoc,"Nhận phòng [24 giờ], Wi-Fi [miễn phí], Đưa đón sân bay, Bãi đỗ xe [miễn phí]",767.500,Deluxe City View,dong-nai
2832,Khách sạn Mansion Park,https://www.ivivu.com/khach-san-bien-hoa/mansion-park-hotel,3.0,0.0,,"K73, khu pho 7, phuong Thong Nhat",,827.000,Superior Queen,dong-nai
2833,Cham Island Homestay Lau Thu,https://www.ivivu.com/khach-san-bien-hoa/cham-island-homestay-lau-thu,0.0,0.0,,To 2,,458.000,Superior King Room,dong-nai
2834,Hapyson Hotel,https://www.ivivu.com/khach-san-dong-nai/hapyson-hotel,1.0,0.0,,52 Pham The Hien,,385.000,Superior Single,dong-nai
2835,Anhfly Resort Nam Cát Tiên,https://www.ivivu.com/khach-san-dong-nai/anhfly-resort-nam-cat-tien,1.0,0.0,,Ấp 1 Xã Nam Cát Tiên Tan Phú Đồng Nai,,421.500,Deluxe,dong-nai
2836,Forest Floor Lodge,https://www.ivivu.com/khach-san-dong-nai/forest-floor-lodge,0.0,0.0,,"Vườn quốc gia C t Ti n, huyện T n Ph",,1.527.000,Lodge Room,dong-nai
2837,Swanbay - Hà Nội Xưa Homestay,https://www.ivivu.com/khach-san-dong-nai/swanbay-ha-noi-xua-homestay,0.0,0.0,,Biệt thự X6 Zone5 KĐT Swanbay,,507.000,Deluxe Double Room Garden View,dong-nai
2838,The Mansion Hotel Bien Hoa,https://www.ivivu.com/khach-san-bien-hoa/the-mansion-hotel-bien-hoa,3.0,0.0,,"Trần Công An, KP6","Nhận phòng [24 giờ], Nhận/trả phòng [nhanh], Bãi đỗ xe [miễn phí]",701.500,Deluxe King,dong-nai
2839,As ONE Hotel Biên Hòa,https://www.ivivu.com/khach-san-bien-hoa/as-one-hotel-bien-hoa,1.0,0.0,,41 Đường N10,"Nhận phòng [24 giờ], Bãi đỗ xe [miễn phí]",514.500,Standard Room,dong-nai
2840,CONG MAN HOMESTAY CHAM ISLAND,https://www.ivivu.com/khach-san-bien-hoa/cong-man-homestay-cham-island,3.0,0.0,,"Tổ 2, Thôn Bãi Hương, Xã Tân Hiệp, Thành Phố Hội An Tổ 2, Thôn Bãi Hương",,262.000,Standard Room with Air Conditioning and Shared Bathroom,dong-nai
2841,Resort Hoa Đệ Nhất Đồng Nai,https://www.ivivu.com/khach-san-dong-nai/hoa-de-nhat-resort-dong-nai,2.0,0.0,,Số 57B Ấp 7,,481.000,Standard - 1 Double Bed 1 Person,dong-nai
2842,Khang Thịnh Hotel,https://www.ivivu.com/khach-san-dong-nai/khang-thinh-hotel,3.0,0.0,,256 Đ. Trường Chinh,,780.500,Deluxe Double Room,dong-nai
2843,Mekong Resort & Reststop,https://www.ivivu.com/khach-san-dong-nai/mekong-resort-reststop,2.5,0.0,,"ấp 5, quốc lộ 51, xã an phước",,885.000,Twin,dong-nai
2844,Bird Song Lodge,https://www.ivivu.com/khach-san-dong-nai/bird-song-lodge,0.0,0.0,,"Ấp 1, xã Nam Cát Tiên","Nhận/trả phòng [nhanh], Wi-Fi [miễn phí], Đưa đón sân bay, Bãi đỗ xe [miễn phí]",321.000,Standard Double Garden View,dong-nai
2845,Thong Dong Homestay - Swanbay,https://www.ivivu.com/khach-san-dong-nai/thong-dong-homestay-swanbay,5.0,0.0,,"44 Đường L12, Khu 4.1","Nhận/trả phòng [nhanh], Nhận phòng [24 giờ], Wi-Fi [miễn phí], Đưa đón sân bay, Bãi đỗ xe [miễn phí], +1, ",771.500,1 Queen Room,dong-nai
2846,SKY HOTEL,https://www.ivivu.com/khach-san-dong-nai/sky-hotel-52513909,2.0,0.0,,"số 10, Đinh Bộ Lĩnh","Nhận/trả phòng [nhanh], Đưa đón sân bay, Bãi đỗ xe [miễn phí]",443.000,Deluxe Queen Bed,dong-nai
2847,nhà nghỉ Hoa Quỳnh,https://www.ivivu.com/khach-san-bien-hoa/nha-nghi-hoa-qu%E1%BB%B3nh,2.0,0.0,,Đ. Võ Thị Sáu,"Nhận phòng [24 giờ], Đưa đón sân bay",218.000,Standard Room,dong-nai
2848,HANZ Mina Hotel,https://www.ivivu.com/khach-san-bien-hoa/hanz-mina-hotel,3.0,0.0,,"Lô 7-9, KDC Phước Thái","Nhận/trả phòng [nhanh], Wi-Fi [miễn phí], Bãi đỗ xe [miễn phí], Đưa đón sân bay",581.000,Deluxe City View,dong-nai
2849,Sunbay Homestay Cu Lao Cham,https://www.ivivu.com/khach-san-bien-hoa/sunbay-homestay-cu-lao-cham-66755966,2.0,0.0,,Hội An - Cù Lao Chàm,,345.500,Standard Room,dong-nai
2850,Hotel D&T,https://www.ivivu.com/khach-san-dong-nai/hotel-d-t,4.0,0.0,,"27 QL1A thị trấn dầu gi y, huyện thống nhất","Nhận phòng [24 giờ], Bãi đỗ xe [miễn phí]",305.500,Comfort Double Room,dong-nai
2851,Moony Hotel Long Thành,https://www.ivivu.com/khach-san-dong-nai/moony-hotel-long-thanh,3.0,0.0,,152A ĐT769,"Nhận phòng [24 giờ], Wi-Fi [miễn phí], Bãi đỗ xe [miễn phí]",340.000,Double Room,dong-nai
2852,FOREST BREATH ECO-LODGE,https://www.ivivu.com/khach-san-dong-nai/forest-breath-eco-lodge-63351550,1.0,0.0,,,"Đưa đón sân bay, Bãi đỗ xe [miễn phí]",834.500,Double,dong-nai
2853,Nha Trang Homestay Đồng Nai,https://www.ivivu.com/khach-san-dong-nai/nha-trang-homestay-dong-nai,2.0,0.0,,"QL20, Ấp Phú Dòng","Nhận phòng [24 giờ], Wi-Fi [miễn phí], Bãi đỗ xe [miễn phí]",292.500,Double Room,dong-nai
2854,Khách sạn Công Đoàn Vũng Tàu,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-cong-doan-vung-tau,3.0,0.0,,04 duong tran hung dao,"Khách sạn Công Đoàn Vũng Tàu ở Vũng Tàu, gần bãi biển, cách Bãi Trước 1 phút đi bộ và cách Lăng Cá Ông 9 phút đi bộ. Khách sạn này cách Linh Sơn Cổ Tự 0, 5 mi (0, 9 km) và cách Bảo tàng Vũ khí cổ 0, 6 mi (1 km).",750.000,Standard Double Room,ba-ria-vung-tau
2855,Khách sạn & Căn hộ Marine,https://www.ivivu.com/khach-san-ba-ria-vung-tau/marine-hotel-apartment,3.0,0.0,,9 Lương Văn Can,"Marine Hotel & Apartment ở Vũng Tàu, gần bãi biển, cách Lăng Cá Ông và Linh Sơn Cổ Tự 10 phút đi bộ. Khách sạn này cách Bãi Trước 0, 5 mi (0, 8 km) và cách Đồi Con Heo 0, 9 mi (1, 5 km).",152.000,Standard Double Room,ba-ria-vung-tau
2856,Khách sạn Ngọc Linh Luxury,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-ngoc-linh-luxury,2.5,0.0,,"16 Lý Thường Kiệt, phường 01","Khách sạn Ngọc Linh Luxury ở Vũng Tàu, gần bãi biển, cách Bãi Trước 4 phút đi bộ và cách Bảo tàng Vũ khí cổ 8 phút đi bộ. Khách sạn bãi biển này cách Sân vận động Lam Sơn 0, 5 mi (0, 8 km) và cách Lăng Cá Ông 0, 8 mi (1, 2 km).",363.000,Standard Double,ba-ria-vung-tau
2857,Tomorrow Hostel,https://www.ivivu.com/khach-san-ba-ria-vung-tau/tomorrow-hostel,0.0,0.0,,92 Nguyen Truong To,"Tomorrow Hostel ở Vũng Tàu, gần bãi biển, chỉ cách Bãi Trước và Lăng Cá Ông 15 phút đi bộ. Hostel này cách Linh Sơn Cổ Tự 0, 6 mi (1 km) và cách Bảo tàng Vũ khí cổ 0, 9 mi (1, 4 km).",218.000,"MIXED DORM, 8 BEDS",ba-ria-vung-tau
2858,Khách sạn Lam Sơn,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-lam-son,2.0,0.0,,"7 Lê Ngọc Ngân, Phường 1","Tọa lạc tại Vũng Tàu, Khách sạn Lam Sơn gần bãi biển, cách Bãi Trước 3 phút đi bộ và cách Sân vận động Lam Sơn 5 phút đi bộ. Khách sạn cách Linh Sơn Cổ Tự 1, 4 mi (2, 2 km) và cách Đồi Con Heo 2, 2 mi (3, 6 km).",259.000,Budget Double or Twin Room,ba-ria-vung-tau
2859,Khách sạn Ven Sông Riverside,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-ven-song-riverside,2.0,0.0,,"Cầu Sông Kinh Phước Thuận, Xuyên Mộc","Tọa lạc tại Xuyên Mộc, Khách sạn Ven Sông Riverside cách Khu bảo tồn Thiên nhiên Bình Châu-Phước Bửu 1 phút lái xe và cách Bãi biển Hồ Tràm 6 phút lái xe. Khách sạn này cách Sân golf The Bluffs Hồ Tràm Strip 5, 7 mi (9, 1 km) và cách Bãi biển Bình Châu 9, 6 mi (15, 5 km).",492.000,Standard Room,ba-ria-vung-tau
2860,Aquatel Vũng Tàu,https://www.ivivu.com/khach-san-ba-ria-vung-tau/aquatel-vung-tau,3.5,1.0,,133 Phan Chu Trinh,"Aquatel Vũng Tàu ở Vũng Tàu, gần sân golf, cách Bãi Sau 5 phút đi bộ và cách Đồi Con Heo 10 phút đi bộ. Khách sạn bãi biển này cách Tượng Chúa Kitô Vua (Tượng Chúa dang tay) 0, 6 mi (0, 9 km) và cách Linh Sơn Cổ Tự 0, 7 mi (1, 2 km).",514.000,Junior,ba-ria-vung-tau
2861,Khách sạn Hafi,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-hafi,3.5,0.0,,"68 D5, Phuong 10","Khách sạn Hafi ở Vũng Tàu, gần bãi biển và chỉ cách Bãi Sau vài bước. Khách sạn này cách Linh Sơn Cổ Tự 4, 8 mi (7, 7 km) và cách Lăng Cá Ông 4, 8 mi (7, 8 km).",546.000,Superior Balcony Room,ba-ria-vung-tau
2862,Khách sạn Jupiter,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-jupiter,3.0,0.0,,"257/1 Lê Hồng Phong, Phường 8, Thành phố Vũng Tầu","Khách sạn Jupiter ở Vũng Tàu, gần bãi biển, cách Bãi Sau và Bảo tàng Vũ khí cổ 5 phút lái xe. Khách sạn này cách Linh Sơn Cổ Tự 1, 3 mi (2, 1 km) và cách Lăng Cá Ông 1, 4 mi (2, 2 km).",252.500,Standard Double Room,ba-ria-vung-tau
2863,Khách sạn Hải Long,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-hai-long,2.0,0.0,,81/20A Thùy Vân,"Khách sạn Hải Long ở Vũng Tàu, gần bãi biển, cách Bãi Sau 3 phút đi bộ và cách Linh Sơn Cổ Tự 12 phút đi bộ. Khách sạn này cách Lăng Cá Ông 0, 7 mi (1, 1 km) và cách Đồi Con Heo 0, 9 mi (1, 4 km).",380.500,Economy Double Room,ba-ria-vung-tau
2864,Khách sạn Biển Vàng,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-bien-vang,2.0,0.0,,22 Mạc Thanh Đạm,"Khách sạn Biển Vàng ở Vũng Tàu, gần bãi biển, cách Bãi Sau và Linh Sơn Cổ Tự 5 phút lái xe. Khách sạn này cách Lăng Cá Ông 2, 4 mi (3, 8 km) và cách Đồi Con Heo 2, 8 mi (4, 5 km).",289.000,Superior Double Room,ba-ria-vung-tau
2865,Khách sạn Sun Beach,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-sun-beach,2.0,0.0,,"i1 Thai Van Lung, Phuong 2","Khách sạn Sun Beach ở Vũng Tàu, gần bãi biển, cách Lăng Cá Ông 5 phút đi bộ và cách Linh Sơn Cổ Tự 6 phút đi bộ. Khách sạn này cách Bãi Trước 0, 7 mi (1, 1 km) và cách Bãi Sau 0, 7 mi (1, 1 km).",355.000,Deluxe Double,ba-ria-vung-tau
2866,Khách sạn Hưng Bình,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-hung-binh,2.5,0.0,,156C Hoang Hoa Tham,"Khách sạn Hưng Bình ở trung tâm Vũng Tàu, cách Bãi Sau và Linh Sơn Cổ Tự 10 phút đi bộ. Khách sạn này cách Lăng Cá Ông 0, 4 mi (0, 7 km) và cách Đồi Con Heo 1 mi (1, 6 km).",265.500,Deluxe Doubles,ba-ria-vung-tau
2867,The Homey Vung Tau,https://www.ivivu.com/khach-san-ba-ria-vung-tau/the-homey-vung-tau,2.0,0.0,,L6 Phan Huy Chu,"Tọa lạc tại Vũng Tàu, The Homey Vũng Tàu gần biển, cách Linh Sơn Cổ Tự và Bãi Sau 15 phút đi bộ. Khách sạn cách Bãi Trước 0, 8 mi (1, 2 km) và cách Đồi Con Heo 0, 9 mi (1, 5 km).",245.500,Standard Room for 2 People,ba-ria-vung-tau
2868,Khách sạn Phúc Côn Sơn,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-phuc-con-son,3.0,0.0,,"Area 7, Pham Van Dong Street","Khách sạn Phúc Côn Sơn ở Côn Sơn, cách Bãi biển An Hải 4 phút đi bộ và cách Trại giam Phú Hải5 phút đi bộ. Khách sạn này cách Bảo tàng Côn Đảo 1, 1 mi (1, 8 km) và cách Bãi biển Đất Dốc 1, 9 mi (3, 1 km).",368.500,Superior Room,ba-ria-vung-tau
2869,Khách sạn Ocean Star,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-ocean-star,3.0,0.0,,43A Thùy Vân,"Tọa lạc tại Vũng Tàu, Khách sạn Ocean Star cách Bãi Sau vài bước và cách Bãi Trước 2 phút lái xe. Khách sạn bãi biển này cách Đồi Con Heo 0, 8 mi (1, 4 km) và cách Linh Sơn Cổ Tự 0, 9 mi (1, 4 km).",484.500,Superior Double,ba-ria-vung-tau
2870,Khách sạn căn hộ The Grand,https://www.ivivu.com/khach-san-ba-ria-vung-tau/the-grand-condotel,3.0,0.0,,02 Le Hong Phong,"The Grand Condotel ở Vũng Tàu, gần bãi biển, chỉ cách Bãi Sau vài bước và cách Linh Sơn Cổ Tự 3 phút đi bộ. Khách sạn bãi biển này cách Lăng Cá Ông 1, 6 mi (2, 6 km) và cách Bãi Trước 2 mi (3, 3 km).",1.754.000,Three-Bedroom Apartment,ba-ria-vung-tau
2871,Khách sạn Bella VT,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-bella-vt,3.0,0.0,,17 Phan Văn Trị,"Khách sạn Bella VT ở Vũng Tàu, gần bãi biển, cách Bãi Sau 3 phút đi bộ và cách Linh Sơn Cổ Tự 14 phút đi bộ. Khách sạn này cách Lăng Cá Ông 0, 8 mi (1, 3 km) và cách Bãi Trước 1, 4 mi (2, 2 km).",212.500,Standard,ba-ria-vung-tau
2872,Khách sạn Praha,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-praha,3.0,0.0,,19 La Van Cau,"Khách sạn Praha ở Vũng Tàu, gần bãi biển, cách Bãi Sau 4 phút đi bộ và cách Linh Sơn Cổ Tự 14 phút đi bộ. Khách sạn này cách Lăng Cá Ông 0, 8 mi (1, 2 km) và cách Bãi Trước 1, 2 mi (1, 9 km).",218.000,Standard Double Room for 2 People,ba-ria-vung-tau
2873,Khách sạn Gold,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-gold,3.0,0.0,,81/26E Thùy Vân - Phường 2 - TP Vũng Tàu,"Khách sạn Gold ở Vũng Tàu, gần bãi biển, cách Bãi Sau 1 phút đi bộ và cách Linh Sơn Cổ Tự 13 phút đi bộ. Khách sạn này cách Lăng Cá Ông 0, 7 mi (1, 2 km) và cách Đồi Con Heo 1 mi (1, 7 km).",173.000,Deluxe Double Room,ba-ria-vung-tau
2874,Khách sạn Thái Quang,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-thai-quang,2.5,0.0,,45/26 Thuy Van,"Khách sạn Thái Quang ở Vũng Tàu, gần bãi biển, chỉ cách Bãi Sau vài bước và cách Bãi Trước 2 phút đi bộ. Khách sạn này cách Đồi Con Heo 0, 8 mi (1, 4 km) và cách Linh Sơn Cổ Tự 0, 9 mi (1, 4 km).",306.500,Double - 2pax,ba-ria-vung-tau
2875,Khách sạn Novena,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-novena,2.5,0.0,,"302 Phan chu Trinh, Phuong 2","Khách sạn Novena ở trung tâm Vũng Tàu, cách Bãi Sau và Đồi Con Heo 13 phút đi bộ. Khách sạn này cách Tượng Chúa Kitô Vua (Tượng Chúa dang tay) 0, 8 mi (1, 2 km) và cách Linh Sơn Cổ Tự 1 mi (1, 7 km).",376.500,Double,ba-ria-vung-tau
2876,HOTEL DUC THANH 2,https://www.ivivu.com/khach-san-ba-ria-vung-tau/hotel-duc-thanh-2,2.5,0.0,,"DANG XUAN THIEU, KHU 7","Hotel Đức Thành 2 ở Côn Sơn, tại khu vực thương mại, cách Trại giam Phú Hải và Bãi biển An Hải 10 phút đi bộ. Khách sạn này cách Bảo tàng Côn Đảo 0, 4 mi (0, 7 km) và cách Bãi biển Đất Dốc 1, 2 mi (1, 9 km).",418.000,Double Room,ba-ria-vung-tau
2877,Maya Hotel,https://www.ivivu.com/khach-san-ba-ria-vung-tau/maya-hotel-45252475,3.5,0.0,,"Pham Van Dong, Khu dan cu so 7, Thi Tran Con Dao, Huyen Con Dao","Maya Hotel ở Côn Sơn, cách Bãi biển An Hải 3 phút đi bộ và Trại giam Phú Hải 8 phút đi bộ. Khách sạn này cách Bảo tàng Côn Đảo 0, 8 mi (1, 2 km) và cách Bãi biển Đất Dốc 1, 5 mi (2, 4 km).",962.000,Standard Double Room without Window,ba-ria-vung-tau
2878,Khách sạn Căn hộ Cát Vàng Phú Mỹ,https://www.ivivu.com/khach-san-ba-ria-vung-tau/cat-vang-hotel-apartment,4.0,0.0,,"45, Huỳnh Tấn Phát, P.Phú Mỹ","Khách sạn ở Phú Mỹ, Tiện lợi",880.000,Deluxe Room,ba-ria-vung-tau
2879,Field villa,https://www.ivivu.com/khach-san-ba-ria-vung-tau/field-villa,0.0,0.0,,Hùng Vương,Bãi đỗ xe [miễn phí],553.000,Double - 2 People,ba-ria-vung-tau
2880,Greenfield Farmstay,https://www.ivivu.com/khach-san-ba-ria-vung-tau/greenfield-farmstay,3.0,0.0,,"Đường 22, xã Hoà Long",,665.000,Standard 2,ba-ria-vung-tau
2881,Field Villa Hoàng Diệu,https://www.ivivu.com/khach-san-ba-ria-vung-tau/field-villa-hoang-dieu,0.0,0.0,,"222/5 Hoàng Diệu, Phước Hưng",,693.500,Standard Room,ba-ria-vung-tau
2882,Sendoro Retreat Vũng Tàu,https://www.ivivu.com/khach-san-ba-ria-vung-tau/sendoro-retreat-vung-tau,0.0,0.0,,"tổ 8 thôn sông xoài 2, Láng Lon",,2.249.500,Superior King Room,ba-ria-vung-tau
2883,Khách sạn Galaxy 4 Bà Rịa - Vũng Tàu,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-galaxy-4-ba-ria-vung-tau,0.0,0.0,,"60 Ngô Gia Tự, Phước Trung",,594.000,Single Room,ba-ria-vung-tau
2884,Khách sạn Galaxy 3 Bà Rịa Vũng Tàu,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-galaxy-3-ba-ria-vung-tau,2.0,0.0,,"190 Bạch Đằng, Phường Phước Trung","Bà Rịa Vũng Tàu, Bà Rịa, Tiện lợi",535.000,Single Room 1,ba-ria-vung-tau
2885,Khách sạn MAIA Bà Rịa Vũng Tàu,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-maia-ba-ria-vung-tau,0.0,0.0,,"Số 41-44C2 Lê Lợi, Ngãi Giao","Tiện nghi, Tiện lợi, Phù hợp công tác",381.000,Phòng Standard,ba-ria-vung-tau
2886,Khách sạn Bảo Long Phú Mỹ,https://www.ivivu.com/khach-san-ba-ria-vung-tau/khach-san-bao-long-phu-my,0.0,0.0,,"Công viên ATA, tổ 10, Vạn Hạnh, thị xã Phú Mỹ","Phù hợp công tác, Tiện lợi",475.500,Phòng Không Ban Công,ba-ria-vung-tau
2887,Khu Nghỉ Dưỡng An Lâm Retreats Saigon River,https://www.ivivu.com/khach-san-ho-chi-minh/An-Lam-Retreats-Saigon-River,5.0,156.0,,"21/4 Khu Phố Trung, Xã Vĩnh Phú","Ở Thuận An, Bình Dương, Không gian yên bình, Thư giãn tuyệt đối, Dịch vụ đẳng cấp",4.900.000,Garden View Suite,ho-chi-minh
2888,Khách sạn Wink Sài Gòn,https://www.ivivu.com/khach-san-ho-chi-minh/khach-san-wink-sai-gon,4.0,20.0,,"75 Nguyễn Bỉnh Khiêm, Phường Đakao","Quận 1, Khách sạn thông minh, Ứng dụng công nghệ trong phục vụ, Vị trí trung tâm",1.705.000,Wink Lite Queen Room,ho-chi-minh
2889,Vinpearl Landmark 81 Autograph Collection Sài Gòn,https://www.ivivu.com/khach-san-ho-chi-minh/vinpearl-luxury-landmark-81,5.0,273.0,,"Vinhomes Central Park, 208 Nguyễn Hữu Cảnh","Quận Bình Thạnh, Tầm nhìn 360°, Đài quan sát SkyView, 1 trong 10 tòa nhà cao nhất Châu Á",6.350.500,"Premier room, Sky view, Guest room, 1 King",ho-chi-minh
2890,Khách sạn ÊMM Sài Gòn,https://www.ivivu.com/khach-san-ho-chi-minh/khach-san-emm-sai-gon,3.0,59.0,,"157 Pasteur, P. 6","Quận 3, Trung tâm thành phố, Phòng nghỉ rộng rãi, Phòng gia đình",1.265.000,Superior Double Room,ho-chi-minh
2891,Khách sạn Tân Sơn Nhất Sài Gòn,https://www.ivivu.com/khach-san-ho-chi-minh/khach-san-tan-son-nhat-sai-gon,5.0,75.0,,"202 Hoàng Văn Thụ, P. 9","Sân bay Tân Sơn Nhất, Quận Phú Nhuận, Vị trí trung tâm, Gần sân bay",1.836.000,Deluxe Room,ho-chi-minh
2892,Khách sạn Sunrise Central Sài Gòn,https://www.ivivu.com/khach-san-ho-chi-minh/khach-san-sunrise-central-sai-gon,3.0,54.0,,"135-137 đường Lý Tự Trọng, phường Bến Thành","Quận 1, Cách chợ Bến Thành 3 phút đi bộ, Phòng gia đình, Bãi đậu xe ô tô",1.073.500,Deluxe Room,ho-chi-minh
2893,Khách sạn A25 - 29 Bùi Thị Xuân,https://www.ivivu.com/khach-san-ho-chi-minh/khach-san-a25-29-bui-thi-xuan,3.0,26.0,,"29 Bùi Thị Xuân, Phường Bến Thành",Quận 1,902.000,Double Standard Room,ho-chi-minh
2894,Khách Sạn A&Em - Phan Bội Châu Sài Gòn,https://www.ivivu.com/khach-san-ho-chi-minh/khach-san-a-em-phan-boi-chau-sai-gon,3.0,2.0,,"44 Phan Bội Châu, P. Bến Thành","Quận 1, Đối diện chợ Bến Thành, Cách TTTM Saigon Square 5 phút đi bộ",1.520.500,Senior Deluxe,ho-chi-minh
2895,Khách sạn A25 - 35 Mạc Thị Bưởi,https://www.ivivu.com/khach-san-ho-chi-minh/khach-san-a25-mac-thi-buoi-sai-gon,2.0,0.0,,"35 Mạc Thị Bưởi, Phường Sài Gòn","Quận 1, A25 Hotel 35 Mạc Thị Bưởi ở trung tâm Thành phố Hồ Chí Minh",990.000,Phòng Tiêu Chuẩn,ho-chi-minh
2896,Khách sạn A25 - 22 Nguyễn Cư Trinh,https://www.ivivu.com/khach-san-ho-chi-minh/khach-san-a25-nguyen-cu-trinh-sai-gon,1.5,1.0,,"22 Nguyễn Cư Trinh, P. Phạm Ngũ Lão","Quận 1, Dịch vụ cho thuê xe máy, Cách chợ Bến Thành 5 phút lái xe, Thang máy",869.000,Phòng Tiêu Chuẩn,ho-chi-minh
2897,Khách sạn Avanti Sài Gòn,https://www.ivivu.com/khach-san-ho-chi-minh/khach-san-avanti-hotel-sai-gon,3.0,0.0,,"186 - 188 Lê Thánh Tôn, Q.1","Quận 1, Khách sạn Avanti ở Quận 1, Thành phố Hồ Chí Minh",1.100.000,Superior Double/Twin (no view),ho-chi-minh
2898,Khách Sạn Riverside Sài Gòn,https://www.ivivu.com/khach-san-ho-chi-minh/riverside-hotel-saigon,3.0,0.0,,"18-19-20 Tôn Đức Thắng, Quận 1","Quận 1, RiverSide, Hiện đại, Tiện nghi, Trung tâm TP HCM",1.045.000,Phòng Superior,ho-chi-minh
2899,Khách sạn A25 - 14 Phó Đức Chính,https://www.ivivu.com/khach-san-ho-chi-minh/boss-hotel-3,2.0,0.0,,"14 Phó Đức Chính, Phường Bến Thành","Quận 1, Ở Core area of Ho Chi Minh City, Thành phố Hồ Chí Minh",880.000,Phòng Cao Cấp,ho-chi-minh
2900,Khách sạn The Airport Sài Gòn,https://www.ivivu.com/khach-san-ho-chi-minh/the-airport-hotel-1,3.0,0.0,,"11 Cửu Long, Phường 2",Quận Tân Bình,706.500,Standard Queen Room,ho-chi-minh
2901,Khách sạn A25 - 20 Bùi Thị Xuân,https://www.ivivu.com/khach-san-ho-chi-minh/a25-hotel-20-bui-thi-xuan,3.0,0.0,,"20 Bùi Thị Xuân, Quận 1","Quận 1, +1, ",1.034.000,Phòng Cao Cấp,ho-chi-minh
2902,Khách sạn A25 - 55 Lê Anh Xuân,https://www.ivivu.com/khach-san-ho-chi-minh/a25-hotel-55-le-anh-xuan,4.0,0.0,,55 Lê Anh Xuân - Phường Bến Thành - Thành phố Hồ Chí Minh,"Quận 1, Tọa lạc tại Quận 1, Thành phố Hồ Chí Minh",1.353.000,Phòng Cao Cấp,ho-chi-minh
2903,Khách Sạn Diamond Hill Sài Gòn,https://www.ivivu.com/khach-san-ho-chi-minh/khach-san-diamond-hill,3.0,0.0,,"6B Thi Sách, Bến Nghé","Quận 1, Vị trí trung tâm, Hiện đại, Tiện nghi, Chuyên nghiệp, Phù hợp công tác",1.122.000,Deluxe Double/Twin Room,ho-chi-minh
2904,Khách sạn A25 - 25 Trương Định,https://www.ivivu.com/khach-san-ho-chi-minh/a25-hotel-25-truong-dinh,2.5,0.0,,"25 Trương Định, Phường Bến Thành","Quận 1, A25 Hotel 25 Trương Định ở Quận 1, Thành phố Hồ Chí Minh",847.000,Phòng Tiêu Chuẩn,ho-chi-minh
2905,Khách sạn A25 - 06 Trương Định,https://www.ivivu.com/khach-san-ho-chi-minh/a25-hotel-06-truong-dinh,3.0,0.0,,"06 Trương Định, Phường Xuân Hòa","Quận 3, A25 Hotel số 6 Trương Định ở Quận 3, Thành phố Hồ Chí Minh",1.023.000,Phòng Cao Cấp,ho-chi-minh
2906,Khách sạn Thành Long Trà Khúc Sài Gòn,https://www.ivivu.com/khach-san-ho-chi-minh/khach-san-thanh-long-tra-khuc-sai-gon,3.0,0.0,,"18 Trà Khúc, Phường 2","Quận Tân Bình, Trung tâm thành phố, Gần sân bay, Tiện lợi, Hiện đại",880.000,Standard Twin,ho-chi-minh
