hotel_id,name,hotel_link,stars,rating,reviews,address,intro,price,room_type,province
731,Flower's House in Luxury Vinhomes Greenbay HaNoi,https://www.ivivu.com/khach-san-ha-noi/flowers-house-in-luxury-vinhomes-greenbay-hanoi,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Đỗ xe miễn phí",727.000,Apartment,ha-noi
732,Apartments serviced Vinhomes Dcapitale,https://www.ivivu.com/khach-san-ha-noi/apartments-serviced-vinhomes-dcapitale,0.0,0.0,,119 Đ. Trần Duy Hưng,"Nhận phòng [24 giờ], Đưa đón sân bay",1.109.000,Studio,ha-noi
733,Kim's House - Cho thuê căn hộ cao cấp - Green Bay,https://www.ivivu.com/khach-san-ha-noi/kims-house-cho-thue-can-ho-cao-cap-green-bay,0.0,0.0,,,"Khóa điện tử, Wi-Fi",763.500,Apartment,ha-noi
734,"1,5 BR Vinhomes Dcapitale Korean Style",https://www.ivivu.com/khach-san-ha-noi/1-5-br-vinhomes-dcapitale-korean-style,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Đỗ xe miễn phí",1.320.000,Apartment,ha-noi
735,Charming studio Great view in Cau Giay street,https://www.ivivu.com/khach-san-ha-noi/charming-studio-great-view-in-cau-giay-street,0.0,0.0,,,Wi-Fi,1.381.000,Charming studio Great view in Cau Giay street,ha-noi
736,ZIN HOUSE & MORDEN& CLEAN& NICE VIEW & GREEN,https://www.ivivu.com/khach-san-ha-noi/zin-house-morden-clean-nice-view-green,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Phòng tập",660.000,Apartment,ha-noi
737,Vinhomes Greenbay studio,https://www.ivivu.com/khach-san-ha-noi/vinhomes-greenbay-studio,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Phòng tập",729.000,Apartment,ha-noi
738,Dcapitale Homestay for rent by hour/day/month,https://www.ivivu.com/khach-san-ha-noi/dcapitale-homestay-for-rent-by-hour-day-month,0.0,0.0,,,"Khóa điện tử, Wi-Fi",1.432.000,Apartment,ha-noi
739,Dcapitale ☘️Studio☘️☘️☘️,https://www.ivivu.com/khach-san-ha-noi/dcapitale-studio,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Phòng tập",836.000,Apartment,ha-noi
740,BI HOUSE @Nice View&Vinhomes D'capitale&beautiful,https://www.ivivu.com/khach-san-ha-noi/bi-house-nice-view-vinhomes-dcapitale-beautiful,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Phòng tập",987.500,Apartment,ha-noi
741,Moon Hotel,https://www.ivivu.com/khach-san-ha-noi/moon-hotel,3.0,0.0,,Ngõ 56 P. Trương Công Giai,"Nhận phòng [24 giờ], Bãi đỗ xe [miễn phí], Đưa đón sân bay",508.500,Standard - 1 Queen Bed,ha-noi
742,Classic Hotel Hanoi,https://www.ivivu.com/khach-san-ha-noi/classic-hotel-hanoi,3.0,0.0,,"Ng&#245; 62 Kh&#250;c Thừa Dụ, Cầu Giấy","Nhận phòng [24 giờ], Đưa đón sân bay, Bãi đỗ xe [miễn phí], Phòng tập",790.500,Superior Classic Room,ha-noi
743,MIMI'S HOUSE BEAUTIFUL VIEW&AMAZING,https://www.ivivu.com/khach-san-ha-noi/mimis-house-beautiful-view-amazing,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Phòng tập",924.000,Apartment,ha-noi
744,Romantic room with bathtub outside,https://www.ivivu.com/khach-san-ha-noi/romantic-room-with-bathtub-outside,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Đỗ xe miễn phí",925.500,Romantic room with bathtub outside,ha-noi
745,Dcapitale @Studio1004,https://www.ivivu.com/khach-san-ha-noi/dcapitale-studio1004,0.0,0.0,,,"Khóa điện tử, Wi-Fi",774.000,Apartment,ha-noi
746,Vinhomes Royal City Luxury Apt 3Br,https://www.ivivu.com/khach-san-ha-noi/vinhomes-royal-city-luxury-apt-3br,0.0,0.0,,,"Quận Thanh Xuân, Khóa điện tử, Wi-Fi",2.244.000,Apartment,ha-noi
747,Gavi Home - Studio 30 in D'capitale with City View,https://www.ivivu.com/khach-san-ha-noi/gavi-home-studio-30-in-dcapitale-with-city-view,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Đỗ xe miễn phí",1.084.000,Apartment,ha-noi
748,Kim's House - Cho thuê căn hộ cao cấp,https://www.ivivu.com/khach-san-ha-noi/kims-house-cho-thue-can-ho-cao-cap-944092,0.0,0.0,,,"Khóa điện tử, Wi-Fi",892.000,Apartment,ha-noi
749,Layla House - Luxury Apartment for rent,https://www.ivivu.com/khach-san-ha-noi/layla-house-luxury-apartment-for-rent,0.0,0.0,,,"Khóa điện tử, Wi-Fi",831.500,Apartment,ha-noi
750,Luxury Onebed Room Hotel & Service Apartment,https://www.ivivu.com/khach-san-ha-noi/luxury-onebed-room-hotel-service-apartment,4.0,0.0,,,"Khóa điện tử, Wi-Fi, Đỗ xe miễn phí",1.327.500,Luxury Onebed Room Hotel & Service Apartment,ha-noi
751,Era Khuc Thua Du Cau Giay Apartment,https://www.ivivu.com/khach-san-ha-noi/era-khuc-thua-du-cau-giay-apartment,0.0,0.0,,"Số 11A, Ngách 1","Nhận phòng [24 giờ], Nhận/trả phòng [nhanh]",335.500,Loft Apartment,ha-noi
752,BI HOUSE 2 BEDROOMS @NICE VIEW@ MODERN @D’CAPITALE,https://www.ivivu.com/khach-san-ha-noi/bi-house-2-bedrooms-nice-view-modern-d-capitale,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Phòng tập",1.114.000,Apartment,ha-noi
753,Moon House D'capitale at 119 Tran Duy Hung,https://www.ivivu.com/khach-san-ha-noi/moon-house-dcapitale-at-119-tran-duy-hung,0.0,0.0,,,"Khóa điện tử, Wi-Fi",786.500,Apartment,ha-noi
754,NEWSKY SERVICED APARTMENT,https://www.ivivu.com/khach-san-ha-noi/newsky-serviced-apartment,0.0,0.0,,5 lane 69 Tran Quoc Hoan,"Nhận phòng [24 giờ], Nhận/trả phòng [nhanh], Wi-Fi [miễn phí], Đưa đón sân bay",976.500,Superior One-Bedroom Apartment,ha-noi
755,"Vinhomes Dcapitale 1,5 Bedroom Hanah Hometel",https://www.ivivu.com/khach-san-ha-noi/vinhomes-dcapitale-1-5-bedroom-hanah-hometel,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Đỗ xe miễn phí",1.312.000,Apartment,ha-noi
756,Khách sạn A25 Hoàng Đạo Thúy 1 Hà Nội,https://www.ivivu.com/khach-san-ha-noi/a25-hotel-hoang-dao-thuy-1,3.0,0.0,,"Ngõ 9 P. Hoàng Đạo Thúy, Nhân Chính","Quận Thanh Xuân, Nhận phòng [24 giờ], Wi-Fi [miễn phí]",979.000,Cao Cấp,ha-noi
757,Large Apartment (120m2) in Trung Hoa Nhan Chinh,https://www.ivivu.com/khach-san-ha-noi/large-apartment-120m2-in-trung-hoa-nhan-chinh,0.0,0.0,,,,1.188.500,Apartment,ha-noi
758,Romantic Apartment in Vinhome Dcapitale,https://www.ivivu.com/khach-san-ha-noi/romantic-apartment-in-vinhome-dcapitale,0.0,0.0,,119 Đường Trần Duy Hưng,"Nhận phòng [24 giờ], Đưa đón sân bay",1.355.500,Luxury One-Bedroom Apartment,ha-noi
759,Vinhomes D'Capitale - CitiHome,https://www.ivivu.com/khach-san-ha-noi/vinhomes-dcapitale-citihome,0.0,0.0,,"Vinhomes D'Capitale, 119 Tran Duy Hung street","Nhận phòng [24 giờ], Đưa đón sân bay, Phòng tập",1.087.000,Studio Apartment with Balcony,ha-noi
760,2 BR Vinhomes Dcapitale next to Charmvit Tower,https://www.ivivu.com/khach-san-ha-noi/2-br-vinhomes-dcapitale-next-to-charmvit-tower,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Đỗ xe miễn phí",1.448.000,Apartment,ha-noi
761,Modern 3Br with Lake view/ High rise,https://www.ivivu.com/khach-san-ha-noi/modern-3br-with-lake-view-high-rise,0.0,0.0,,,,2.689.000,Apartment,ha-noi
762,Khách sạn Vũ Linh,https://www.ivivu.com/khach-san-ha-noi/vu-linh-hotel,0.0,0.0,,289 - 291 Trần Đăng Ninh,"Nhận phòng [24 giờ], Wi-Fi [miễn phí], Bãi đỗ xe [miễn phí]",745.500,Superior Room,ha-noi
763,Vincom Center Dcapitale 119 Trần Duy Hung Cầu Giấy,https://www.ivivu.com/khach-san-ha-noi/vincom-center-dcapitale-119-tran-duy-hung-cau-giay,0.0,0.0,,119 Đường Trần Duy Hưng,"Nhận phòng [24 giờ], Wi-Fi [miễn phí], Phòng tập",1.011.500,Studio,ha-noi
764,Dcapitale 2BR Balcony Apt Lynn Housing Hanoi,https://www.ivivu.com/khach-san-ha-noi/dcapitale-2br-balcony-apt-lynn-housing-hanoi,0.0,0.0,,,"Khóa điện tử, Wi-Fi",1.464.000,Apartment,ha-noi
765,Crabby homes,https://www.ivivu.com/khach-san-ha-noi/crabby-homes,0.0,0.0,,4 Ng&#225;ch 82/10 Ng&#245; 82 Nghĩa T&#226;n,"Nhận phòng [24 giờ], Nhận/trả phòng [nhanh], Bãi đỗ xe [miễn phí]",430.500,Basic Room,ha-noi
766,A-Homes D'Capitale Luxury Apartment 1.2,https://www.ivivu.com/khach-san-ha-noi/a-homes-dcapitale-luxury-apartment-1-2,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Phòng tập",931.500,Apartment,ha-noi
767,BOM HOMES -VINHOMES D'CAPITAL- STUDIO- CPZY APT,https://www.ivivu.com/khach-san-ha-noi/bom-homes-vinhomes-dcapital-studio-cpzy-apt,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Phòng tập",964.500,Apartment,ha-noi
768,Căn hộ dịch vụ D'capitale,https://www.ivivu.com/khach-san-ha-noi/can-ho-dich-vu-dcapitale,0.0,0.0,,,"Khóa điện tử, Wi-Fi",2.509.500,2-Bedroom Apartment,ha-noi
769,Bulgalow onebedroom apartment,https://www.ivivu.com/khach-san-ha-noi/bulgalow-onebedroom-apartment,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Đỗ xe miễn phí",1.031.000,Bulgalow onebedroom apartment,ha-noi
770,Luxury Apartment for rent Vinhomes D’Capitale 03,https://www.ivivu.com/khach-san-ha-noi/luxury-apartment-for-rent-vinhomes-d-capitale-03,0.0,0.0,,,"Khóa điện tử, Wi-Fi",2.314.000,2-Bedroom Unit,ha-noi
771,Vu Linh Residence,https://www.ivivu.com/khach-san-ha-noi/vu-linh-residence,0.0,0.0,,293 Trần Đăng Ninh,Nhận phòng [24 giờ],805.500,Double - Room With A Large Bed For 2 People,ha-noi
772,Vinhomes D' Capital Hanoi Luxury Vip,https://www.ivivu.com/khach-san-ha-noi/vinhomes-d-capital-hanoi-luxury-vip,0.0,0.0,,119 Đường Trần Duy Hưng,Nhận phòng [24 giờ],1.305.500,Standard Room,ha-noi
773,QMP-D'Capitale-Cozy Studio Near Vincom w/City View,https://www.ivivu.com/khach-san-ha-noi/qmp-dcapitale-cozy-studio-near-vincom-w-city-view,0.0,0.0,,,"Khóa điện tử, Wi-Fi",1.266.500,Apartment,ha-noi
774,Apartment 🍓/ D’capitale 04/HighRise/Cityview,https://www.ivivu.com/khach-san-ha-noi/apartment-d-capitale-04-highrise-cityview,0.0,0.0,,,"Khóa điện tử, Wi-Fi",1.319.000,Apartment,ha-noi
775,LeOHome Twobedroom Vinhomes Dcapital Tran Duy Hung,https://www.ivivu.com/khach-san-ha-noi/leohome-twobedroom-vinhomes-dcapital-tran-duy-hung,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Phòng tập",1.618.500,Apartment,ha-noi
776,"Vinhome D’capitale06/1,5Bedrooms/Lakeside/HighRise",https://www.ivivu.com/khach-san-ha-noi/vinhome-d-capitale06-1-5bedrooms-lakeside-highrise,0.0,0.0,,,"Khóa điện tử, Wi-Fi",1.152.000,Apartment,ha-noi
777,Luxury Studio Apartment Vinhomes D'capital,https://www.ivivu.com/khach-san-ha-noi/luxury-studio-apartment-vinhomes-dcapital,0.0,0.0,,,,1.091.000,Apartment,ha-noi
778,Mordern Bungalow Appartment,https://www.ivivu.com/khach-san-ha-noi/mordern-bungalow-appartment,0.0,0.0,,,,2.540.000,Apartment,ha-noi
779,Blue Home Room,https://www.ivivu.com/khach-san-ha-noi/blue-home-room,0.0,0.0,,Dương Quảng Hàm,"Wi-Fi [miễn phí], Bãi đỗ xe [miễn phí]",699.500,Apartment,ha-noi
780,BI HOUSE @ NICE VIEW @ NEXT TO GRAND PLAZA @COZY,https://www.ivivu.com/khach-san-ha-noi/bi-house-nice-view-next-to-grand-plaza-cozy,0.0,0.0,,,,848.000,Apartment,ha-noi
781,Royal Lotus Hotel,https://www.ivivu.com/khach-san-ha-noi/royal-lotus-hotel,3.0,0.0,,52 Phố Quan Nhân Số 10,"Nhận phòng [24 giờ], Đưa đón sân bay, Bãi đỗ xe [miễn phí]",839.000,Standard,ha-noi
782,BI HOUSE @ NICE VIEW @ GREEN @MORDEN @D’CAPITALE,https://www.ivivu.com/khach-san-ha-noi/bi-house-nice-view-green-morden-d-capitale,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Phòng tập",846.000,Apartment,ha-noi
783,Apartment/Vinhomes D’Capitale 01/Poolview,https://www.ivivu.com/khach-san-ha-noi/apartment-vinhomes-d-capitale-01-poolview,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Phòng tập",1.056.500,Apartment,ha-noi
784,Suite Residence ~Studio Apt in Vinhomes Dcapitale,https://www.ivivu.com/khach-san-ha-noi/suite-residence-studio-apt-in-vinhomes-dcapitale,0.0,0.0,,,"Khóa điện tử, Wi-Fi",931.500,Apartment,ha-noi
785,"1,5 BR Vinhomes Dcapitale swimming pool view",https://www.ivivu.com/khach-san-ha-noi/1-5-br-vinhomes-dcapitale-swimming-pool-view,0.0,0.0,,,,1.487.000,Apartment,ha-noi
786,Dcapitale @Studio2503,https://www.ivivu.com/khach-san-ha-noi/dcapitale-studio2503,0.0,0.0,,,,1.071.500,Apartment,ha-noi
787,A-Homes D'Capitale Luxury Apartment 1.3,https://www.ivivu.com/khach-san-ha-noi/a-homes-dcapitale-luxury-apartment-1-3,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Phòng tập",951.500,Apartment,ha-noi
788,1 bedroom Dcapitale Tran Duy Hung lake view,https://www.ivivu.com/khach-san-ha-noi/1-bedroom-dcapitale-tran-duy-hung-lake-view,0.0,0.0,,,"Khóa điện tử, Wi-Fi",1.250.000,Apartment,ha-noi
789,2 BR Vinhomes Dcapitale Modern Style,https://www.ivivu.com/khach-san-ha-noi/2-br-vinhomes-dcapitale-modern-style,0.0,0.0,,,,1.414.500,Apartment,ha-noi
790,A-Homes D'Capitale Luxury Apartment 2.2,https://www.ivivu.com/khach-san-ha-noi/a-homes-dcapitale-luxury-apartment-2-2,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Phòng tập",1.384.500,Apartment,ha-noi
791,Blue Home Homestay Ha Noi,https://www.ivivu.com/khach-san-ha-noi/blue-home-homestay-ha-noi,0.0,0.0,,Dương Quảng Hàm,"Nhận/trả phòng [nhanh], Wi-Fi [miễn phí], Bãi đỗ xe [miễn phí], Đưa đón sân bay",869.000,Ground Floor Room,ha-noi
792,Harmony Vinhomes D'Capitale,https://www.ivivu.com/khach-san-ha-noi/harmony-vinhomes-dcapitale,3.0,0.0,,119 Đ. Trần Duy Hưng,"Nhận phòng [24 giờ], Wi-Fi [miễn phí]",789.500,Double Studio,ha-noi
793,Cozy Studio Vinhomes D Capitale Tran Duy Hung,https://www.ivivu.com/khach-san-ha-noi/cozy-studio-vinhomes-d-capitale-tran-duy-hung,0.0,0.0,,,,990.000,Apartment,ha-noi
794,Paradise Suites Dich Vong Hau,https://www.ivivu.com/khach-san-ha-noi/paradise-suites-dich-vong-hau,4.0,0.0,,46 Phố Dịch Vọng,"Nhận phòng [24 giờ], Đưa đón sân bay",512.500,Deluxe Double - City View,ha-noi
795,BOM HOMES- VINHOMES D'CAPITAL- SERVICE APARTMENt,https://www.ivivu.com/khach-san-ha-noi/bom-homes-vinhomes-dcapital-service-apartment,0.0,0.0,,"Trần Duy Hưng D'capital, Cau Giay","Đưa đón sân bay, Phòng tập",1.093.500,Studio Apartment,ha-noi
796,BOM HOMES*-VINHOMES D'CAPITAL- 2BR- LUXURY APT,https://www.ivivu.com/khach-san-ha-noi/bom-homes-vinhomes-dcapital-2br-luxury-apt,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Phòng tập",1.544.500,Apartment,ha-noi
797,BI HOUSE 2 BEDROOMS @ CLEAN @ NICE VIEW @LOVELY,https://www.ivivu.com/khach-san-ha-noi/bi-house-2-bedrooms-clean-nice-view-lovely,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Phòng tập",1.215.000,Apartment,ha-noi
798,BI HOUSE @MORDEN @ NEXT TO EMBASSY OF KOREA@ NICE,https://www.ivivu.com/khach-san-ha-noi/bi-house-morden-next-to-embassy-of-korea-nice,0.0,0.0,,,,854.500,Apartment,ha-noi
799,Vinhomes D'capitale @studio,https://www.ivivu.com/khach-san-ha-noi/vinhomes-dcapitale-studio,0.0,0.0,,,,795.500,Apartment,ha-noi
800,BI HOUSE @ COZY @ next to Grand Plaza Hotel,https://www.ivivu.com/khach-san-ha-noi/bi-house-cozy-next-to-grand-plaza-hotel,0.0,0.0,,,,874.500,Apartment,ha-noi
801,Maple Garden Apartments,https://www.ivivu.com/khach-san-ha-noi/hana-stay-tran-quoc-hoan,0.0,0.0,,"No 25, Lane 6/41 Tran Quoc Hoan Street","Nhận/trả phòng [nhanh], Nhận phòng [24 giờ], Wi-Fi [miễn phí], Bãi đỗ xe [miễn phí], Đưa đón sân bay",649.000,Double Room,ha-noi
802,BI HOUSE @ Nice view@ Next to Embassy of Korea,https://www.ivivu.com/khach-san-ha-noi/bi-house-nice-view-next-to-embassy-of-korea,0.0,0.0,,,,806.000,BI HOUSE @ Nice view@ Next to Embassy of Korea,ha-noi
803,luxury Studio near Bigc Dcapital,https://www.ivivu.com/khach-san-ha-noi/luxury-studio-near-bigc-dcapital,0.0,0.0,,,,2.361.500,Apartment,ha-noi
804,New Style House Apartment,https://www.ivivu.com/khach-san-ha-noi/new-style-house-apartment,0.0,0.0,,14 Ngõ 40 Trần Duy Hưng,Đưa đón sân bay,300.000,Standard Room,ha-noi
805,[A-Homes] D'Capitale Luxury Apartment 1.5,https://www.ivivu.com/khach-san-ha-noi/a-homes-dcapitale-luxury-apartment-1-5,0.0,0.0,,,,977.500,Apartment,ha-noi
806,Hotel The Hanoi,https://www.ivivu.com/khach-san-ha-noi/hotel-the-hanoi-41984591,0.0,0.0,,20 Phố Xuân Quỳnh,"Nhận phòng [24 giờ], Đưa đón sân bay, Bãi đỗ xe [miễn phí]",986.000,Superior Double,ha-noi
807,BI HOUSE @MORDEN @ NEXT TO EMBASSY OF KOREA@ COZY,https://www.ivivu.com/khach-san-ha-noi/bi-house-morden-next-to-embassy-of-korea-cozy,0.0,0.0,,,,812.000,Apartment,ha-noi
808,22Land Residence Hotel & Apartment,https://www.ivivu.com/khach-san-ha-noi/22land-residence-hotel-apartment,4.0,0.0,,50 Phố Trương Công Giai,"Nhận phòng [24 giờ], Đưa đón sân bay",1.110.000,Deluxe Balcony,ha-noi
809,Coco Hotel - Luxury Room,https://www.ivivu.com/khach-san-ha-noi/coco-hotel-luxury-room,3.0,0.0,,,,912.000,Apartment,ha-noi
810,Dcapitale 2BR Apt Lynn Housing with Great Service,https://www.ivivu.com/khach-san-ha-noi/dcapitale-2br-apt-lynn-housing-with-great-service,0.0,0.0,,,,1.320.000,Apartment,ha-noi
811,"BH VINHOMES DCAPITAL 2BDR 2BTR APRT,near CHARMVIT",https://www.ivivu.com/khach-san-ha-noi/bh-vinhomes-dcapital-2bdr-2btr-aprt-near-charmvit,0.0,0.0,,,,1.915.500,Apartment,ha-noi
812,Luxury Studio Apartment ~ near Big C mall central,https://www.ivivu.com/khach-san-ha-noi/luxury-studio-apartment-near-big-c-mall-central,0.0,0.0,,,,1.482.500,Apartment,ha-noi
813,A-Homes D'Capitale Luxury Apartment 1.1,https://www.ivivu.com/khach-san-ha-noi/a-homes-dcapitale-luxury-apartment-1-1,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Phòng tập",939.000,Apartment,ha-noi
814,Hotel 22Land Residence Superior Room,https://www.ivivu.com/khach-san-ha-noi/hotel-22land-residence-superior-room,4.0,0.0,,,"Khóa điện tử, Wi-Fi, Đỗ xe miễn phí",1.178.000,Apartment,ha-noi
815,luxury Studio near Bigc,https://www.ivivu.com/khach-san-ha-noi/luxury-studio-near-bigc,0.0,0.0,,,"Khóa điện tử, Wi-Fi",2.368.500,Apartment,ha-noi
816,Amazing Studio Apartment in Vinhomes Dcapitale,https://www.ivivu.com/khach-san-ha-noi/amazing-studio-apartment-in-vinhomes-dcapitale,0.0,0.0,,,,1.282.000,Amazing Studio Apartment in Vinhomes Dcapitale,ha-noi
817,Khách sạn và căn hộ dịch vụ Hải Yến Hotel,https://www.ivivu.com/khach-san-ha-noi/khach-san-va-can-ho-dich-vu-hai-yen-hotel,3.0,0.0,,109 Đường Trần Duy Hưng,Nhận phòng [24 giờ],582.500,Standard Twin Room,ha-noi
818,A-Homes D'Capitale Luxury Apartment 2.3,https://www.ivivu.com/khach-san-ha-noi/a-homes-dcapitale-luxury-apartment-2-3,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Phòng tập",1.416.500,Apartment,ha-noi
819,A&D Luxury Hotel 2,https://www.ivivu.com/khach-san-ha-noi/a-d-luxury-hotel-2,2.0,0.0,,71 Lưu Quang Vũ,"Nhận phòng [24 giờ], Nhận/trả phòng [nhanh], Wi-Fi [miễn phí], Đưa đón sân bay, Bãi đỗ xe [miễn phí]",924.000,Deluxe Land View Room,ha-noi
820,BOM HOMES- VINHOMES TIMES CITY- 1BR- LUXURY APT,https://www.ivivu.com/khach-san-ha-noi/bom-homes-vinhomes-times-city-1br-luxury-apt,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Đỗ xe miễn phí, Phòng tập",905.500,Apartment,ha-noi
821,Funhome Apartment Ha Noi - Studio Apartment,https://www.ivivu.com/khach-san-ha-noi/funhome-apartment-ha-noi-studio-apartment,0.0,0.0,,,,2.477.500,Apartment,ha-noi
822,Khách sạn 22Land Classic Suites Hà Nội,https://www.ivivu.com/khach-san-ha-noi/22land-classic-suites,3.0,0.0,,"35 ngõ 75 Trần Thái Tông, Cầu Giấy","Nhận/trả phòng [nhanh], Nhận phòng [24 giờ], Wi-Fi [miễn phí], Bãi đỗ xe [miễn phí], Đưa đón sân bay, +1, ",715.000,Superior,ha-noi
823,BI HOUSE 2 BEDROOMS @NICE VIEW @COZY @D’CAPITALE,https://www.ivivu.com/khach-san-ha-noi/bi-house-2-bedrooms-nice-view-cozy-d-capitale,0.0,0.0,,,,1.125.000,Apartment,ha-noi
824,*BOM HOMES*- VINHOMES TIMES CITY- 3BR- COZY APT,https://www.ivivu.com/khach-san-ha-noi/bom-homes-vinhomes-times-city-3br-cozy-apt,0.0,0.0,,,,1.737.500,Apartment,ha-noi
825,Vinhome Time City 2 Bedroom Nice & Good View,https://www.ivivu.com/khach-san-ha-noi/vinhome-time-city-2-bedroom-nice-good-view,0.0,0.0,,,,1.268.500,Apartment,ha-noi
826,*BOM HOMES*-VINHOMES TIMES CITY- 1BR- LUXURY,https://www.ivivu.com/khach-san-ha-noi/bom-homes-vinhomes-times-city-1br-luxury,0.0,0.0,,,,987.000,Apartment,ha-noi
827,VINHOME TIME CITY CAN HO 2 PHONG NGU,https://www.ivivu.com/khach-san-ha-noi/vinhome-time-city-can-ho-2-phong-ngu,0.0,0.0,,"423 Minh Khai, Hai Bà Trưng",Wi-Fi [miễn phí],1.185.000,Two-Bedroom Apartment,ha-noi
828,Funhome Apartment Ha Noi - Studio With Balcony,https://www.ivivu.com/khach-san-ha-noi/funhome-apartment-ha-noi-studio-with-balcony,0.0,0.0,,,,934.000,Apartment,ha-noi
829,The March House No.6* 2 Bedrooms * TimesCity,https://www.ivivu.com/khach-san-ha-noi/the-march-house-no-6-2-bedrooms-timescity,0.0,0.0,,,,1.166.000,Apartment,ha-noi
830,Cozy Daniel aparment Linh Lang Japanese Style #14,https://www.ivivu.com/khach-san-ha-noi/cozy-daniel-aparment-linh-lang-japanese-style-14,0.0,0.0,,,"Khóa điện tử, Wi-Fi, Đỗ xe miễn phí",5.344.500,Apartment,ha-noi
831,Asean Resort,https://www.ivivu.com/khach-san-ha-noi/asean-resort,3.5,0.0,,21A Hòa Lạc,"Wi-Fi [miễn phí], Đưa đón sân bay, Bãi đỗ xe [miễn phí], Phòng tập",2.015.500,Grand Superior,ha-noi
832,BOM HOMES-VINHOMES TIMES CITY- 2BR- LUXURY APT,https://www.ivivu.com/khach-san-ha-noi/bom-homes-vinhomes-times-city-2br-luxury-apt,0.0,0.0,,,,1.196.000,Apartment,ha-noi
833,An Nam Corner- Thanh Yen,https://www.ivivu.com/khach-san-ha-noi/an-nam-corner-thanh-yen,0.0,0.0,,17 Phố Thanh Yên,"Nhận phòng [24 giờ], Đưa đón sân bay",383.500,Standard Room,ha-noi
834,Park Hill 2BR Balcony Cozy Apt near Hanoi Centre,https://www.ivivu.com/khach-san-ha-noi/park-hill-2br-balcony-cozy-apt-near-hanoi-centre,0.0,0.0,,,,1.197.000,Apartment,ha-noi
835,Veshia Hotel & Spa,https://www.ivivu.com/khach-san-ha-noi/veshia-hotel-spa,4.0,0.0,,"373 Đường Hồng Hà, Phúc Tân, Hoàn Kiếm","Nhận/trả phòng [nhanh], Nhận phòng [24 giờ], Đưa đón sân bay",1.256.000,Deluxe Double Room with Balcony,ha-noi
836,22housing Residence Suites,https://www.ivivu.com/khach-san-ha-noi/22housing-residence-suites,3.0,0.0,,352 Đường Bưởi,"Nhận phòng [24 giờ], Bãi đỗ xe [miễn phí]",715.000,Standard Room,ha-noi
837,BOM HOMES- VINHOMES TIMESCITY- 2BR- COZY APT,https://www.ivivu.com/khach-san-ha-noi/bom-homes-vinhomes-timescity-2br-cozy-apt,0.0,0.0,,,,1.093.500,Apartment,ha-noi
838,Hanoi Boutique House,https://www.ivivu.com/khach-san-ha-noi/hanoi-boutique-house-42087619,0.0,0.0,,5 Thanh Ha,"Nhận/trả phòng [nhanh], Đưa đón sân bay",452.000,Superior Twin Room,ha-noi
839,UINQUE Railway View Apartment - SPACIOUS & PRIVATE,https://www.ivivu.com/khach-san-ha-noi/uinque-railway-view-apartment-spacious-private,0.0,0.0,,,,897.500,Apartment,ha-noi
840,Hanoi City Gate Hotel,https://www.ivivu.com/khach-san-ha-noi/hanoi-city-gate-hotel,4.0,0.0,,10 Phố Thanh Hà,"Nhận phòng [24 giờ], Đưa đón sân bay",832.000,Deluxe Room,ha-noi
841,One Bedroom Appartment near Lotte,https://www.ivivu.com/khach-san-ha-noi/one-bedroom-appartment-near-lotte,0.0,0.0,,,,1.896.500,Apartment,ha-noi
842,Vinhomes Metropolis - CitiHome,https://www.ivivu.com/khach-san-ha-noi/vinhomes-metropolis-citihome,0.0,0.0,,304B P. Kim Mã,"Nhận phòng [24 giờ], Đưa đón sân bay, Phòng tập",1.509.500,One Bedroom Apartment - Balcony,ha-noi
843,22Housing Apartment 8NVN near Lotte 04,https://www.ivivu.com/khach-san-ha-noi/22housing-apartment-8nvn-near-lotte-04,0.0,0.0,,,,1.193.500,One Bedroom - Apartment,ha-noi
844,Khách sạn An,https://www.ivivu.com/khach-san-ha-noi/an-hotel-42087654,0.0,0.0,,"10 Hang Giay, Dong Xuan","Nhận/trả phòng [nhanh], Wi-Fi [miễn phí], Đưa đón sân bay",939.000,Superior Double or Twin Room,ha-noi
