hotel_id,name,hotel_link
861,Five Star Westlake 1st-4th Floors Hotel & Serviced Apartment,https://www.ivivu.com/khach-san-ha-noi/five-star-westlake-1st-4th-floors-hotel-serviced-apartment
862,Housing 39 Linh Lang - Sarami,https://www.ivivu.com/khach-san-ha-noi/housing-39-linh-lang-sarami
863,OneBedroom Vinhomes Metropolis Superior,https://www.ivivu.com/khach-san-ha-noi/onebedroom-vinhomes-metropolis-superior
864,22Housing Apartment 8 Nguyen Van Ngoc,https://www.ivivu.com/khach-san-ha-noi/22housing-apartment-8-nguyen-van-ngoc
865,Vinhomes Metropolis Residence,https://www.ivivu.com/khach-san-ha-noi/vinhomes-metropolis-residence
866,One - Bedroom Tower 22housing Vinhomes Metropolis,https://www.ivivu.com/khach-san-ha-noi/one-bedroom-tower-22housing-vinhomes-metropolis
867,Myrcella Urban Studio,https://www.ivivu.com/khach-san-ha-noi/myrcella-urban-studio
868,Paradise Suites Trich Sai,https://www.ivivu.com/khach-san-ha-noi/paradise-suites-trich-sai
869,TV-Netflix STU 302 + Near Uncle Ho's Mausoleum,https://www.ivivu.com/khach-san-ha-noi/tv-netflix-stu-302-near-uncle-hos-mausoleum
870,QMP - Vinhomes Metropolis 1 Bedroom near Lotte,https://www.ivivu.com/khach-san-ha-noi/qmp-vinhomes-metropolis-1-bedroom-near-lotte
871,*22HOUSING 8 * 01 BEDROOM APARTMENT IN VINHOMES,https://www.ivivu.com/khach-san-ha-noi/22housing-8-01-bedroom-apartment-in-vinhomes
872,alley homestay_liễu giai,https://www.ivivu.com/khach-san-ha-noi/alley-homestay-lieu-giai
873,BLUEHOMES Apartment & Residence Kim Ma,https://www.ivivu.com/khach-san-ha-noi/bluehomes-apartment-residence-kim-ma
874,Dom's Residence & Hotel Hanoi,https://www.ivivu.com/khach-san-ha-noi/doms-residence-hotel-hanoi
875,Long housing Japanese Style apartment on Linh Lang,https://www.ivivu.com/khach-san-ha-noi/long-housing-japanese-style-apartment-on-linh-lang
876,Hi Home Residences Ba Dinh Ha Noi,https://www.ivivu.com/khach-san-ha-noi/hi-home-residences-ba-dinh-ha-noi
877,Hanoi Japanese studio apartment/39 Linh Lang/03,https://www.ivivu.com/khach-san-ha-noi/hanoi-japanese-studio-apartment-39-linh-lang-03
878,Vinhomes Metropolis Thai Phuong Residences,https://www.ivivu.com/khach-san-ha-noi/vinhomes-metropolis-thai-phuong-residences
879,OneBedroom Vinhomes Metropolis Topview,https://www.ivivu.com/khach-san-ha-noi/onebedroom-vinhomes-metropolis-topview-945266
880,Romantic 22Housing Studio Apartment 2,https://www.ivivu.com/khach-san-ha-noi/romantic-22housing-studio-apartment-2
881,Cozy 1 Bedroom Japanese style on Linh Lang str #11,https://www.ivivu.com/khach-san-ha-noi/cozy-1-bedroom-japanese-style-on-linh-lang-str-11
882,One bedroom Romantic 22Housing Apartment,https://www.ivivu.com/khach-san-ha-noi/one-bedroom-romantic-22housing-apartment
883,TwoBedroom Vinhomes Metropolis Superior,https://www.ivivu.com/khach-san-ha-noi/twobedroom-vinhomes-metropolis-superior
884,22Housing Vinhomes Metropolis,https://www.ivivu.com/khach-san-ha-noi/22housing-vinhomes-metropolis
885,Sumitomo apartment & hotel 1 at Linh Lang,https://www.ivivu.com/khach-san-ha-noi/sumitomo-apartment-hotel-1-at-linh-lang
886,Sumitomo 2Apartment for japanese,https://www.ivivu.com/khach-san-ha-noi/sumitomo-2apartment-for-japanese
887,2 BR Cozy APT VINHOMES METROPOLIS near LOTTE,https://www.ivivu.com/khach-san-ha-noi/2-br-cozy-apt-vinhomes-metropolis-near-lotte
888,*BOM HOMESTAY*-VINHOMES METROPOLIS- 2BR- LUXURYAPT,https://www.ivivu.com/khach-san-ha-noi/bom-homestay-vinhomes-metropolis-2br-luxuryapt
889,Vinhomes Metropolis/ 2Bedrooms/ LakeView/ Hanoi,https://www.ivivu.com/khach-san-ha-noi/vinhomes-metropolis-2bedrooms-lakeview-hanoi
890,LUXURY VINHOMES METROPOLIS ONEBEDROOM,https://www.ivivu.com/khach-san-ha-noi/luxury-vinhomes-metropolis-onebedroom
891,22Housing Apartment 8NVN near Lotte 02,https://www.ivivu.com/khach-san-ha-noi/22housing-apartment-8nvn-near-lotte-02
892,2BR - Daniel Apartment in Vinhomes Metropolis,https://www.ivivu.com/khach-san-ha-noi/2br-daniel-apartment-in-vinhomes-metropolis
893,22Housing Street view condo - 04,https://www.ivivu.com/khach-san-ha-noi/22housing-street-view-condo-04
894,TwoBedroom Vinhomes Metropolis Premium,https://www.ivivu.com/khach-san-ha-noi/twobedroom-vinhomes-metropolis-premium
895,Sunny 22housing Apartment,https://www.ivivu.com/khach-san-ha-noi/sunny-22housing-apartment
896,22HOUSING 12 - 02 BEDROOMS/LOTTE/VINHOMES TOP VIEW,https://www.ivivu.com/khach-san-ha-noi/22housing-12-02-bedrooms-lotte-vinhomes-top-view
897,Libre Homestay,https://www.ivivu.com/khach-san-ha-noi/libre-homestay
898,Two bedrooms in Linh Lang str~Sweet apt near Lotte,https://www.ivivu.com/khach-san-ha-noi/two-bedrooms-in-linh-lang-str-sweet-apt-near-lotte
899,The Five Boutique Apartment Lilas,https://www.ivivu.com/khach-san-ha-noi/the-five-boutique-apartment-lilas
900,BRAND NEW STUDIO IN THE HEART OF HANOI,https://www.ivivu.com/khach-san-ha-noi/brand-new-studio-in-the-heart-of-hanoi
901,OneBedroom Vinhomes Metropolis Diamond,https://www.ivivu.com/khach-san-ha-noi/onebedroom-vinhomes-metropolis-diamond
902,Romantic 22Housing Studio Apartment 4,https://www.ivivu.com/khach-san-ha-noi/romantic-22housing-studio-apartment-4
903,Daniel Apartment 3BR Vinhomes Metropolis LARGE #2,https://www.ivivu.com/khach-san-ha-noi/daniel-apartment-3br-vinhomes-metropolis-large-2
904,Spacious luxury appartment near Lotte,https://www.ivivu.com/khach-san-ha-noi/spacious-luxury-appartment-near-lotte
905,Hibou's house,https://www.ivivu.com/khach-san-ha-noi/hibous-house
906,MOMIZI HANOI 2 - PHAN KE BINH,https://www.ivivu.com/khach-san-ha-noi/momizi-hanoi-2-phan-ke-binh
907,Romantic 22Housing Studio Apartment 3,https://www.ivivu.com/khach-san-ha-noi/romantic-22housing-studio-apartment-3
908,Luxury 2BR Vinhomes Metropolis-LOTTE-KimMa-Ba Dinh,https://www.ivivu.com/khach-san-ha-noi/luxury-2br-vinhomes-metropolis-lotte-kimma-ba-dinh
909,Lake View Hotel,https://www.ivivu.com/khach-san-ha-noi/lake-view-hotel-37392500
910,Nami Apartment LL 22,https://www.ivivu.com/khach-san-ha-noi/nami-apartment-ll-22
911,Hanoi Japanese 1-bedroom apartment/39 Linh Lang/01,https://www.ivivu.com/khach-san-ha-noi/hanoi-japanese-1-bedroom-apartment-39-linh-lang-01
912,Lovely homestay - Phan Ke Binh street near Daewoo,https://www.ivivu.com/khach-san-ha-noi/lovely-homestay-phan-ke-binh-street-near-daewoo
913,22Housing Street view condo - 02,https://www.ivivu.com/khach-san-ha-noi/22housing-street-view-condo-02
914,Wins Apartment,https://www.ivivu.com/khach-san-ha-noi/wins-apartment
915,1BR Cozy Apartment in Vinhomes Metropolis,https://www.ivivu.com/khach-san-ha-noi/1br-cozy-apartment-in-vinhomes-metropolis
916,Khách sạn & Căn hộ Palmo 2,https://www.ivivu.com/khach-san-ha-noi/palmo-hotel-apartment-2
917,BOM HOMES* VINHOMES METROPOLIS-3BR- LUXURY APT,https://www.ivivu.com/khach-san-ha-noi/bom-homes-vinhomes-metropolis-3br-luxury-apt
918,NB APARTMENT LINH LANG,https://www.ivivu.com/khach-san-ha-noi/nb-apartment-linh-lang
919,One bedroom Balcony 22Housing Apartment 5,https://www.ivivu.com/khach-san-ha-noi/one-bedroom-balcony-22housing-apartment-5
920,22HOUSING LL3 - 01 BEDROOMS/LOTTE/LINH LANG STR,https://www.ivivu.com/khach-san-ha-noi/22housing-ll3-01-bedrooms-lotte-linh-lang-str
921,Two bedrooms apartment vinhomes metropolis,https://www.ivivu.com/khach-san-ha-noi/two-bedrooms-apartment-vinhomes-metropolis
922,3 bedrooms Apt in Vinhomes Metropolis near Lotte,https://www.ivivu.com/khach-san-ha-noi/3-bedrooms-apt-in-vinhomes-metropolis-near-lotte
923,The Quarter Apartment,https://www.ivivu.com/khach-san-ha-noi/the-quarter-apartment
924,Nami Suite Apartment 352 Buoi,https://www.ivivu.com/khach-san-ha-noi/nami-suite-apartment-352-buoi
925,BLUEHOMES Apartment & Residence 25 Phan Dinh Phung,https://www.ivivu.com/khach-san-ha-noi/bluehomes-apartment-residence-25-phan-dinh-phung
926,OneBedroom Vinhomes Metropolis Premium,https://www.ivivu.com/khach-san-ha-noi/onebedroom-vinhomes-metropolis-premium
927,LUXURY VINHOMES METROPOLIS TWOBEDROOM IN HANOI,https://www.ivivu.com/khach-san-ha-noi/luxury-vinhomes-metropolis-twobedroom-in-hanoi
928,Vinhomes Metropolis - One bedroom near Lotte,https://www.ivivu.com/khach-san-ha-noi/vinhomes-metropolis-one-bedroom-near-lotte
929,The Q Boutique and Home,https://www.ivivu.com/khach-san-ha-noi/the-q-boutique-and-home
930,One bedroom Romantic 22Housing Apartment 5,https://www.ivivu.com/khach-san-ha-noi/one-bedroom-romantic-22housing-apartment-5
931,QMP-Vinhomes Metropolis-Fully Furnished Luxury 2BR,https://www.ivivu.com/khach-san-ha-noi/qmp-vinhomes-metropolis-fully-furnished-luxury-2br
932,BOM HOMES- VINHOMES METROPOLIS-Service Apartment,https://www.ivivu.com/khach-san-ha-noi/bom-homes-vinhomes-metropolis-service-apartment
933,22HOUSING 5 - 02 BEDROOMS/LOTTE/VINHOMES SKY VIEW,https://www.ivivu.com/khach-san-ha-noi/22housing-5-02-bedrooms-lotte-vinhomes-sky-view
934,Celadon Building / 1BR / Central BaDinh / Lotte HN,https://www.ivivu.com/khach-san-ha-noi/celadon-building-1br-central-badinh-lotte-hn
935,Vinhomes Metropolis Harmony Residence Cozy,https://www.ivivu.com/khach-san-ha-noi/vinhomes-metropolis-harmony-residence-cozy
936,Sunny Apartment Hanoi Center @CitiHome,https://www.ivivu.com/khach-san-ha-noi/sunny-apartment-hanoi-center-citihome
937,22Housing Cozy studio - 01,https://www.ivivu.com/khach-san-ha-noi/22housing-cozy-studio-01
938,Luxury Apartment at Vinhomes Metropolis Near Lotte,https://www.ivivu.com/khach-san-ha-noi/luxury-apartment-at-vinhomes-metropolis-near-lotte
939,Khách sạn Wilque Hà Nội,https://www.ivivu.com/khach-san-ha-noi/wilque-cua-bac
940,Daniel aparment Linh Lang.str Japanese Style #1,https://www.ivivu.com/khach-san-ha-noi/daniel-aparment-linh-lang-str-japanese-style-1
941,22Housing Cozy studio - 03,https://www.ivivu.com/khach-san-ha-noi/22housing-cozy-studio-03
942,One bedroom Romantic 22Housing Apartment 3,https://www.ivivu.com/khach-san-ha-noi/one-bedroom-romantic-22housing-apartment-3
943,One bedroom Romantic 22Housing Apartment 4,https://www.ivivu.com/khach-san-ha-noi/one-bedroom-romantic-22housing-apartment-4
944,Daniel Apartment 1BR Japanese Style on Linh Lang,https://www.ivivu.com/khach-san-ha-noi/daniel-apartment-1br-japanese-style-on-linh-lang
945,Khách sạn Khăn Quàng Đỏ Hà Nội,https://www.ivivu.com/khach-san-ha-noi/khan-quang-do-hotel
946,"Sarami Vinhomes Metropolis - M.(1,2,3) Building",https://www.ivivu.com/khach-san-ha-noi/sarami-vinhomes-metropolis-m-1-2-3-building
947,One bedroom Luxury apartment in Linh Lang Street,https://www.ivivu.com/khach-san-ha-noi/one-bedroom-luxury-apartment-in-linh-lang-street
948,One bedroom Romantic 22Housing Apartment 2,https://www.ivivu.com/khach-san-ha-noi/one-bedroom-romantic-22housing-apartment-2
949,NB APARTMENT KIM MA,https://www.ivivu.com/khach-san-ha-noi/nb-apartment-kim-ma
950,Khách sạn Bảo Long,https://www.ivivu.com/khach-san-ha-noi/the-jade-dragon-hotel
951,Camellia Residence Hanoi,https://www.ivivu.com/khach-san-ha-noi/camellia-residence-hanoi
952,Khách sạn Grand Dragon Nội Bài Hà Nội,https://www.ivivu.com/khach-san-ha-noi/grand-dragon-noi-bai-hotel
953,22Housing Cozy studio - 02,https://www.ivivu.com/khach-san-ha-noi/22housing-cozy-studio-02
954,New An Phú Hotel,https://www.ivivu.com/khach-san-ha-noi/new-an-phu-hotel
955,Green Homestay,https://www.ivivu.com/khach-san-ha-noi/green-homestay-41918204
956,Khách sạn TheKing,https://www.ivivu.com/khach-san-ha-noi/theking-hotel
957,*BOM HOMESTAY*-VINHOMES TIMES CITY- 3BR- LUXURY,https://www.ivivu.com/khach-san-ha-noi/bom-homestay-vinhomes-times-city-3br-luxury
958,Lake Hotel Sóc Sơn,https://www.ivivu.com/khach-san-ha-noi/lake-hotel-soc-son
959,Skylark Boutique Hotel,https://www.ivivu.com/khach-san-ha-noi/skylark-boutique-hotel
960,Noibai Ville Airport Hotel,https://www.ivivu.com/khach-san-ha-noi/noibai-ville-airport-hotel
961,Chemi Noi Bai Airport Hotel,https://www.ivivu.com/khach-san-ha-noi/chemi-noi-bai-airport-hotel
962,Phuong Nam Noi Bai Airport Hotel,https://www.ivivu.com/khach-san-ha-noi/phuong-nam-noi-bai-airport-hotel
963,Diamond 22housing - Studio48 Phan Ke Binh 2,https://www.ivivu.com/khach-san-ha-noi/diamond-22housing-studio48-phan-ke-binh-2
964,alley homestay,https://www.ivivu.com/khach-san-ha-noi/alley-homestay
965,TP02 căn hộ 2 giường cho gia đình,https://www.ivivu.com/khach-san-ha-noi/tp02-can-ho-2-giuong-cho-gia-dinh
966,Hà Nội Sunrise Homestay Long Biên,https://www.ivivu.com/khach-san-ha-noi/hanoi-sunrise-homestay-long-bien
967,Heart of Hanoi,https://www.ivivu.com/khach-san-ha-noi/heart-of-hanoi
968,Khách sạn Hanvet Hà Nội,https://www.ivivu.com/khach-san-ha-noi/hanvet-hotel-ha-noi
969,KaBi Homestay,https://www.ivivu.com/khach-san-ha-noi/kabi-homestay
970,*BOM HOMESTAY*-VINHOMES TIMES CITY- 1BR- LUXURY,https://www.ivivu.com/khach-san-ha-noi/bom-homestay-vinhomes-times-city-1br-luxury
971,The Gallery Homestay - By Pegasy Group,https://www.ivivu.com/khach-san-ha-noi/the-gallery-homestay-by-pegasy-group
972,H2STUDIO homestay checkintudong 24/7,https://www.ivivu.com/khach-san-ha-noi/h2studio-homestay-checkintudong-24-7
973,Vinhomes Time City and Parkhill Premium Apartment,https://www.ivivu.com/khach-san-ha-noi/vinhomes-time-city-and-parkhill-premium-apartment
974,"ROYAL LUXURY HOTEL - SÀI ĐỒNG, LONG BIÊN",https://www.ivivu.com/khach-san-ha-noi/royal-luxury-hotel-sai-dong-long-bien
975,Vinhomes Skylake - CitiHome,https://www.ivivu.com/khach-san-ha-noi/vinhomes-skylake-citihome
976,Căn hộ tầng cao 2PN/2PT đối diện Aeon Long Biên,https://www.ivivu.com/khach-san-ha-noi/can-ho-tang-cao-2pn-2pt-doi-dien-aeon-long-bien
977,Vera Hotel,https://www.ivivu.com/khach-san-ha-noi/vera-hotel-47274462
978,CĂN HỘ TIỆN NGHI THÂN THIỆN,https://www.ivivu.com/khach-san-ha-noi/can-ho-tien-nghi-than-thien
979,Hanoi Cozy Homestay Long Bien,https://www.ivivu.com/khach-san-ha-noi/hanoi-cozy-homestay-long-bien
980,Vinhomes Skylake Serviced Apartment free swimming,https://www.ivivu.com/khach-san-ha-noi/vinhomes-skylake-serviced-apartment-free-swimming
981,Luxury 3 bedrooms Vinhomes Skylake,https://www.ivivu.com/khach-san-ha-noi/luxury-3-bedrooms-vinhomes-skylake
982,Căn hộ cao cấp - SA3.26 Vinhomes Smart City,https://www.ivivu.com/khach-san-ha-noi/can-ho-cao-cap-sa3-26-vinhomes-smart-city
983,Vinhomes Gardenia 16 Đường Hàm Nghi Mỹ Đình Hà Nội,https://www.ivivu.com/khach-san-ha-noi/vinhomes-gardenia-16-duong-ham-nghi-m%E1%BB%B9-dinh-ha-noi
984,Trung tâm tinh hoa Làng nghề Việt,https://www.ivivu.com/khach-san-ha-noi/trung-tam-tinh-hoa-lang-nghe-viet
985,Phuong Nam Hotel - Thach Ban,https://www.ivivu.com/khach-san-ha-noi/phuong-nam-hotel-thach-ban
986,Hotel bách xanh,https://www.ivivu.com/khach-san-ha-noi/hotel-bach-xanh
987,vinhomes skylake 1 phòng ngủ,https://www.ivivu.com/khach-san-ha-noi/vinhomes-skylake-1-phong-ngu
988,Luxhomes18#Apt 2Br Vinhomes Skylake#Near KeangNam,https://www.ivivu.com/khach-san-ha-noi/luxhomes18-apt-2br-vinhomes-skylake-near-keangnam
989,vinhomes skylake 2 Badroom,https://www.ivivu.com/khach-san-ha-noi/vinhomes-skylake-2-badroom
990,VipHome031#Modern Apt 2BR#Vinhomes Skylake#Tower,https://www.ivivu.com/khach-san-ha-noi/viphome031-modern-apt-2br-vinhomes-skylake-tower
991,Vinhomes Skylake NanaHousing,https://www.ivivu.com/khach-san-ha-noi/vinhomes-skylake-nanahousing
992,Modern 2BR Top floor Skylake next to Keangnam,https://www.ivivu.com/khach-san-ha-noi/modern-2br-top-floor-skylake-next-to-keangnam
993,BON HOUSE#VINHOMES SKYLAKE 3BDR APRT*NEAR KEANGNAM,https://www.ivivu.com/khach-san-ha-noi/bon-house-vinhomes-skylake-3bdr-aprt-near-keangnam-946528
994,2BDR Vinhomes Skylake next to Keangnam,https://www.ivivu.com/khach-san-ha-noi/2bdr-vinhomes-skylake-next-to-keangnam
995,vinhomes skylake 3PN,https://www.ivivu.com/khach-san-ha-noi/vinhomes-skylake-3pn
996,Luxhomes#22 Modern Apartment Vinhomes Skylake 2Br,https://www.ivivu.com/khach-san-ha-noi/luxhomes-22-modern-apartment-vinhomes-skylake-2br
997,LUXURY APARTMENT Vinhomes Skylake 2BDR high floor,https://www.ivivu.com/khach-san-ha-noi/luxury-apartment-vinhomes-skylake-2bdr-high-floor
998,Blubiz Hotel 5,https://www.ivivu.com/khach-san-ha-noi/blubiz-hotel-5
999,Vinhomes Gardenia Apartment Hanoi,https://www.ivivu.com/khach-san-ha-noi/vinhomes-gardenia-apartment-hanoi
1000,BOM HOMES- VINHOMES SKYLAKE- SERVICE APARTMENt,https://www.ivivu.com/khach-san-ha-noi/bom-homes-vinhomes-skylake-service-apartment
1001,AnThy House - S3 Vinhomes Skylake #2br #Keangnam,https://www.ivivu.com/khach-san-ha-noi/anthy-house-s3-vinhomes-skylake-2br-keangnam
1002,BOM HOMES -VINHOMES SKYLAKE- 1BR- NEAR KEANGNAM,https://www.ivivu.com/khach-san-ha-noi/bom-homes-vinhomes-skylake-1br-near-keangnam
1003,Didi - Luxury Condotel 2BR/ S2 Skylake,https://www.ivivu.com/khach-san-ha-noi/netflix-free-luxury-condotel-2br-skylake
1004,"TK2.*15 - 2N Luxury Tonkin, Vinhomes Smart City",https://www.ivivu.com/khach-san-ha-noi/tk2-15-2n-luxury-tonkin-vinhomes-smart-city
1005,The Matrix 1 with 2bedrooms Modern style,https://www.ivivu.com/khach-san-ha-noi/the-matrix-1-with-2bedrooms-modern-style
1006,Ha Noi Skylake Vincom Apartment 2,https://www.ivivu.com/khach-san-ha-noi/ha-noi-skylake-vincom-apartment-2
1007,Netflix free- Luxury Condotel Vinhomes Skylake,https://www.ivivu.com/khach-san-ha-noi/netflix-free-luxury-condotel-vinhomes-skylake
1008,VipHome030#Class Aprt 1BR#VinhomesSkylake#Keangnam,https://www.ivivu.com/khach-san-ha-noi/viphome030-class-aprt-1br-vinhomesskylake-keangnam
1009,vinhomes skylake 1PN,https://www.ivivu.com/khach-san-ha-noi/vinhomes-skylake-1pn
1010,Duc Long Hotel,https://www.ivivu.com/khach-san-ha-noi/duc-long-hotel
1011,Vinhomes Skylake Hà Nội - Căn hộ Gem,https://www.ivivu.com/khach-san-ha-noi/vinhomes-skylake-ha-noi-gem-apartment
1012,Luxury Apartment 2BR Vinhomes Skylake,https://www.ivivu.com/khach-san-ha-noi/luxury-apartment-2br-vinhomes-skylake
1013,VipHome029#Luxury Apt 2BR#VinhomesSkylake#Keangnam,https://www.ivivu.com/khach-san-ha-noi/viphome029-luxury-apt-2br-vinhomesskylake-keangnam
1014,Nanahousing-Vinhomes Skylake near Korean Town,https://www.ivivu.com/khach-san-ha-noi/nanahousing-vinhomes-skylake-near-korean-town
1015,HANZ TOP Hotel,https://www.ivivu.com/khach-san-ha-noi/hanz-top-hotel
1016,Căn Hộ Vinhomes Sky Lake Pham Hung View Keangnam Hà Nội,https://www.ivivu.com/khach-san-ha-noi/vinhomes-sky-lake-pham-hung-view-keangnam
1017,LuxHome012#Class Apt 1BR#Vinhomes Skylake#Tower,https://www.ivivu.com/khach-san-ha-noi/luxhome012-class-apt-1br-vinhomes-skylake-tower
1018,LuxHome016#Luxury Aprt 2BR#Vinhomes Skylake#Tower,https://www.ivivu.com/khach-san-ha-noi/luxhome016-luxury-aprt-2br-vinhomes-skylake-tower
1019,VipHome019#Modern Apt 2BR#VinhomesSkylake#Keangnam,https://www.ivivu.com/khach-san-ha-noi/viphome019-modern-apt-2br-vinhomesskylake-keangnam
1020,Kim's House - Studio Vinhomes Green Bay,https://www.ivivu.com/khach-san-ha-noi/kims-house-studio-vinhomes-green-bay
1021,Sun Homestay Vinhomes Smart City,https://www.ivivu.com/khach-san-ha-noi/sun-homestay-vinhomes-smart-city
1022,Blubiz Hotel 8,https://www.ivivu.com/khach-san-ha-noi/blubiz-hotel-8
1023,Vinhomes Skylake Apartment - Pham Hung,https://www.ivivu.com/khach-san-ha-noi/vinhomes-skylake-apartment-pham-hung
1024,vinhomes skylake 2PN,https://www.ivivu.com/khach-san-ha-noi/vinhomes-skylake-2pn
1025,VINHOME SKYLAKE - PHAM HUNG,https://www.ivivu.com/khach-san-ha-noi/vinhome-skylake-pham-hung
1026,KHÁCH SẠN SANG TRỌNG VINHOMES SKYLAKE 5 phút tới KEANGNAM,https://www.ivivu.com/khach-san-ha-noi/luxury-apartment-vinhomes-skylake-5min-to-keangnam
1027,Viphomes26#Luxury Apartment 2BR Vinhomes Skylake,https://www.ivivu.com/khach-san-ha-noi/viphomes26-luxury-apartment-2br-vinhomes-skylake
1028,Luxury 3 bedrooms Vinhomes Skylake-802,https://www.ivivu.com/khach-san-ha-noi/luxury-3-bedrooms-vinhomes-skylake-802
1029,Vincom Plaza Vinhomes Sky Lake Phạm Hùng Mỹ Đình,https://www.ivivu.com/khach-san-ha-noi/vincom-plaza-vinhomes-sky-lake-pham-hung-m%E1%BB%B9-dinh
1030,3BR APT with AWESOME view near Keangnam - My Dinh,https://www.ivivu.com/khach-san-ha-noi/3br-apt-with-awesome-view-near-keangnam-my-dinh
1031,Căn hộ 2 tầng phố Đào Duy Từ - Phố cổ Hà Nội ấm áp,https://www.ivivu.com/khach-san-ha-noi/can-ho-2-tang-pho-dao-duy-tu-pho-co-ha-noi-am-ap
1032,Căn hộ cao cấp - SA3.34 Vinhomes Smart City,https://www.ivivu.com/khach-san-ha-noi/can-ho-cao-cap-sa3-34-vinhomes-smart-city
1033,Hortensia Flower,https://www.ivivu.com/khach-san-ha-noi/hortensia-flower
1034,Ha Noi Memory Central Hotel & Spa,https://www.ivivu.com/khach-san-ha-noi/ha-noi-memory-central-hotel-spa
1035,Silk Hanoi Moment Hotel & Spa,https://www.ivivu.com/khach-san-ha-noi/silk-hanoi-moment-hotel-spa
1036,Awesome Hanoi Hostel,https://www.ivivu.com/khach-san-ha-noi/awesome-hanoi-hostel
1037,Charming Moon Hotel,https://www.ivivu.com/khach-san-ha-noi/charming-moon-hotel
1038,Bonjour D' An Nam Hotel,https://www.ivivu.com/khach-san-ha-noi/bonjour-d-an-nam-hotel
1039,Khách sạn Rey Hà Nội,https://www.ivivu.com/khach-san-ha-noi/rey-hotel-hanoi
1040,Khách Sạn & Spa Silk Collection,https://www.ivivu.com/khach-san-ha-noi/silk-collection-hotel-spa
1041,Silk Castle Hotel & Spa,https://www.ivivu.com/khach-san-ha-noi/silk-castle-hotel-spa
1042,Milton Boutique Hotel Hanoi,https://www.ivivu.com/khach-san-ha-noi/milton-boutique-hotel-hanoi
1043,Lotus Village Hotel,https://www.ivivu.com/khach-san-ha-noi/lotus-village-hotel
1044,Khách sạn Serenity Diamond,https://www.ivivu.com/khach-san-ha-noi/serenity-diamond-hotel-42087635
1045,Victor Metropolis Hotel & Rooftop Bar,https://www.ivivu.com/khach-san-ha-noi/victor-metropolis-hotel-rooftop-bar
1046,Le Chanvre Hanoi Hotel & Spa,https://www.ivivu.com/khach-san-ha-noi/le-chanvre-hanoi-hotel-spa
1047,Madelise Adora Hotel and Travel,https://www.ivivu.com/khach-san-ha-noi/madelise-adora-hotel-and-travel
1048,Hanoi Banana Hostel,https://www.ivivu.com/khach-san-ha-noi/hanoi-banana-hostel
1049,Amira Hotel Hanoi,https://www.ivivu.com/khach-san-ha-noi/amira-hotel-hanoi
1050,Dream Boutique Hotel and Spa Ha Noi,https://www.ivivu.com/khach-san-ha-noi/dream-boutique-hotel-and-spa
1051,Tunger Grand Hotel,https://www.ivivu.com/khach-san-ha-noi/tunger-grand-hotel
1052,Hanoi Adela Hotel,https://www.ivivu.com/khach-san-ha-noi/hanoi-adela-hotel
1053,Holly's Hidden Nest in Prime Location*NoLift,https://www.ivivu.com/khach-san-ha-noi/hollys-hidden-nest-in-prime-location-nolift
1054,Golden Lotus Hotel & Spa,https://www.ivivu.com/khach-san-ha-noi/golden-lotus-hotel-spa
1055,Nexy Hostel,https://www.ivivu.com/khach-san-ha-noi/nexy-hostel-41302133
1056,La Lisa Hotel,https://www.ivivu.com/khach-san-ha-noi/la-lisa-hotel
1057,Hanoi Liliane Hotel and Travel,https://www.ivivu.com/khach-san-ha-noi/hanoi-liliane-hotel-and-travel
1058,Alisa Bella Home,https://www.ivivu.com/khach-san-ha-noi/alisa-bella-home
1059,TUAN CENTRAL HOTEL,https://www.ivivu.com/khach-san-ha-noi/tuan-central-hotel
1060,Budget 80s Style Apt @4 guests @WalkingStreet,https://www.ivivu.com/khach-san-ha-noi/budget-80s-style-apt-4-guests-walkingstreet
1061,The Cosy Inn Hanoi Hotel,https://www.ivivu.com/khach-san-ha-noi/the-cosy-inn-hanoi-hotel
1062,Omina Hanoi Hotel and Travel,https://www.ivivu.com/khach-san-ha-noi/omina-hanoi-hotel-and-travel
1063,Khách sạn Calido Hà Nội,https://www.ivivu.com/khach-san-ha-noi/hanoi-calido-hotel
1064,Funky Jungle Hostel,https://www.ivivu.com/khach-san-ha-noi/funky-jungle-hostel
1065,Amara Hanoi Hotel,https://www.ivivu.com/khach-san-ha-noi/amara-hanoi-hotel
1066,AQUARIUS PREMIUM HOTEL,https://www.ivivu.com/khach-san-ha-noi/aquarius-premium-hotel
1067,Golden Sun Hotel,https://www.ivivu.com/khach-san-ha-noi/golden-sun-hotel-41444201
1068,Khách Sạn & Spa Garden Boutique Hà Nội,https://www.ivivu.com/khach-san-ha-noi/hanoi-garden-boutique-hotel-and-spa
1069,Maison D' Hanoi Hotel,https://www.ivivu.com/khach-san-ha-noi/maison-d-hanoi-hotel
1070,THE SILK GRAND PREMIUM HOTEL & SPA,https://www.ivivu.com/khach-san-ha-noi/the-silk-grand-premium-hotel-spa
1071,Paradise Garden West Lake,https://www.ivivu.com/khach-san-ha-noi/paradise-garden-west-lake
1072,Sunny Hanoi Homestay,https://www.ivivu.com/khach-san-ha-noi/sunny-hanoi-homestay
1073,Hanoi Sofia Hotel,https://www.ivivu.com/khach-san-ha-noi/hanoi-sofia-hotel
1074,Old Quarter Hanoi Autumn 8,https://www.ivivu.com/khach-san-ha-noi/old-quarter-hanoi-autumn-8
